peak_time
0.181117
0.18125
0.18134999999999998
0.181568
0.181636
0.181812
0.181909
0.182089
0.182247
0.182383
0.18240499999999998
0.182534
0.18263900000000002
0.18279
0.18290399999999998
0.182954
0.183102
0.183192
0.183276
0.183394
0.183534
0.183831
0.183965
0.18414999999999998
0.184273
0.18440299999999998
0.184519
0.18487499999999998
0.18551099999999995
0.185606
0.18575599999999998
0.186109
0.187778
0.204984
0.206281
0.20694099999999999
0.207037
0.20732
0.207534
0.20763199999999998
0.207756
0.208286
0.208554
0.208698
0.208838
0.208951
0.20912999999999998
0.209283
0.20971299999999998
0.209925
0.21009
0.21022
0.21037799999999998
0.210569
0.21064899999999998
0.21093399999999998
0.21121299999999998
0.21140899999999999
0.211508
0.21164600000000003
0.211717
0.21187499999999998
0.21197
0.212089
0.212249
0.212358
0.212443
0.212551
0.212665
0.212791
0.212834
0.212997
0.213171
0.21333
0.213529
0.213675
0.213778
0.21403899999999998
0.214127
0.214412
0.214486
0.214607
0.214982
0.215137
0.215451
0.215746
0.215953
0.216052
0.21645199999999998
0.21675499999999998
0.21715
0.21723199999999998
0.217434
0.21751199999999998
0.217617
0.217745
0.218009
0.218098
0.21844999999999998
0.218565
0.218839
0.219283
0.21944799999999998
0.21953
0.219902
0.220078
0.221528
0.222625
0.222711
0.22327199999999997
0.223617
0.22370299999999999
0.22384199999999999
0.224283
0.22493999999999997
0.22549599999999997
0.225933
0.226862
0.226931
0.22732399999999997
0.22803199999999998
0.22861599999999999
0.228765
0.22938799999999998
0.229819
0.230065
0.230617
0.23074699999999998
0.230892
0.231327
0.23193399999999997
0.232169
0.23237999999999998
0.2347
0.234883
0.235018
0.23565399999999997
0.23624099999999998
0.23637399999999997
0.23671199999999998
0.23774499999999998
0.237844
0.23793999999999998
0.239496
0.24223299999999998
0.243052
0.24336799999999997
0.24412999999999999
0.246601
0.248311
0.25004499999999996
0.251647
0.252999
0.25364699999999996
0.254015
0.255082
0.256873
0.26026499999999997
0.260947
0.263989
0.268599
0.273322
0.277001
0.27844800000000003
0.279105
0.279637
0.279798
0.28005199999999997
0.280566
0.28071999999999997
0.28111699999999995
0.281521
0.281818
0.282216
0.28257600000000005
0.28269
0.283042
0.283284
0.28339899999999996
0.283659
0.283885
0.284127
0.28423699999999996
0.284348
0.284576
0.28463099999999997
0.284747
0.284873
0.285029
0.285103
0.28524099999999997
0.285398
0.285717
0.28587399999999996
0.286057
0.286433
0.287147
0.287481
0.28781599999999996
0.287933
0.28806299999999996
0.288509
0.289039
0.28956099999999996
0.290099
0.29076
0.291679
0.29220999999999997
0.292707
0.294188
0.294295
0.294829
0.298138
0.300501
0.30088899999999996
0.307763
0.310644
0.31839399999999995
0.32103099999999996
0.322257
0.32401199999999997
0.32580299999999995
0.329013
0.331203
