270,0.0007644643125218928,0
1452,0.0007584497357259331,0
3936,0.0006065232815136706,0
34217,0.00003564855598518362,0.00003072564286732986
34884,0.0005092309677806341,0.00036243514383721745
36770,0.0006032556130534973,0.0003798430256697049
37434,0.0007427863385921823,0.0004003170334866171
37893,0.0008713797003092644,0.0004067186343764283
39460,0.0008937703977823199,0.0004133535504122276
39921,0.0010155431411839797,0.00042329141760314207
40398,0.0011201186226167013,0.00042615589951791225
40706,0.0012378064479182608,0.00042739764287155063
41512,0.0012748550566994493,0.0004271857387952667
42191,0.001326093561530532,0.00042701696755805414
42421,0.001445084603166653,0.0004266717395091448
42783,0.0015340799069717304,0.00042547825746773726
43193,0.00160713085446001,0.00042313090146009306
43568,0.0016819135564437406,0.00042015660216269295
44023,0.0017334937664979502,0.00041637011787838457
45242,0.0016128555845457279,0.0004080199540981028
45606,0.001687170987936463,0.0004034894659451881
45911,0.0017723400184104171,0.00040103530412723956
46186,0.0018602541884005738,0.00039837800666599383
46683,0.0018862747038978184,0.0003941280666672287
47813,0.0017528109807117146,0.00038499212695999754
48053,0.0018471020364681338,0.0003800225010262749
48735,0.0018271840007478366,0.00037569888288129763
49123,0.0018809595169295467,0.0003711982004890028
49369,0.001970066492001664,0.0003682127923346673
49522,0.0020826167701511735,0.00036596720131396965
49782,0.0021594028277259827,0.00036316786523325176
50035,0.002233957934896266,0.00035932683069449104
50285,0.002305984752319719,0.000355219345592547
50776,0.0022928094205262608,0.0003486948835303523
51177,0.0023083002639022777,0.0003410250964757533
51598,0.002316193343724374,0.00033387361317591547
52136,0.0022832992390169784,0.00032550601315304103
52637,0.002264164041409451,0.00031682216846627166
53187,0.002230240186691546,0.00030827275461109443
53727,0.002201795707390224,0.00029981281818674307
54199,0.0021974678232914457,0.0002922791876995079
55032,0.0020793900410809463,0.00028265977386871704
55780,0.0019996161354984276,0.0002729971223805961
56300,0.001995576687316245,0.0002663743985811982
56884,0.0019738924151863355,0.00026069324136235013
57601,0.0019158080343068193,0.0002543675567858099
58495,0.0018162113026024013,0.000247661135776402
59951,0.0015961754451351384,0.00024075075821106812
